최고김밥,한식,1,1,1237954153,서울 성북구 오패산로3길 3 1층
제나키친,한식,1,1,1839481919,서울 성북구 화랑로11길 23 2층 제나키친
장어세상,한식,1,1,1525366157,서울 성북구 오패산로3길 5
원조나드리장터순대국,한식,1,1,1589070929,서울 성북구 오패산로 22 1층 원조나드리장터순대국
미소야,일식,1,1,19385071,서울 성북구 화랑로11길 26
버거스태인,양식,1,1,1193819667,서울 성북구 오패산로 23 1층 버거스태인
먹자해장국,한식,1,1,37662957,서울 성북구 오패산로 24
OK능이마을,한식,1,1,1157571048,서울 성북구 오패산로5길 11
샐러드프린세스,샐러드,1,1,37278646,서울 성북구 화랑로13길 42
포옹남 하월곡,베트남음식,1,0,1385124712,서울 성북구 종암로 188 1층
